pmid,doi,title,journal,pub_year,abstract,pdf_download_status
40135600,10.1111/clr.14436,"Impact of Multimedia Information on Patients' Knowledge, Anxiety and Decision-Making Regarding Computer-Assisted and Freehand Dental Implant Surgery: A Randomised Clinical Trial.",Clinical oral implants research,2025,"This randomised clinical trial aimed to compare the effects of multimedia information and verbal explanations on patients' knowledge and anxiety as primary outcomes and decision-making as a secondary outcome. One hundred patients needing dental replacement were randomly assigned (1:1) to either a multimedia group (n = 50) or a verbal group (n = 50). They completed self-administered questionnaires covering demographics, confidence with their awareness level, knowledge (score 0-5), anxiety (score 5-25) and decision-making before and after receiving either a multimedia or verbal explanation of implant surgery. Knowledge scores increased significantly in both groups (p < 0.001), rising from 1.96 to 3.90 in the multimedia group and from 2.00 to 3.98 in the verbal group. Anxiety levels also declined markedly over time (p < 0.001), dropping from 12.76 to 11.48 (multimedia) and from 13.92 to 12.16 (verbal). Neither the group effect nor the interaction effect was significant. No significant difference in decision change was observed in either the multimedia (p = 0.289) or verbal (p = 0.146) groups. Most patients in both groups relied on their dentist's recommendation regarding whether to proceed with freehand or CAIS, even after receiving the interventions. Meanwhile, cost remained a significant barrier to proceeding with implant therapy in both groups. Both multimedia and verbal interventions significantly improved patient knowledge and reduced anxiety, although the magnitude of anxiety reduction was modest. Changes in decision-making were limited and largely influenced by cost and the dentist's recommendation. Given this single-centre design and modest sample size, caution is advised when generalising these findings.",
40126197,10.1111/clr.14433,Particulate Versus Cross-Linked Collagenated Bone Substitutes for Guided Bone Regeneration: A Randomized Controlled Trial.,Clinical oral implants research,2025,"To compare the dimensional outcomes of horizontal augmentation with the retentive-flap technique using particulate and cross-linked collagenated bone substitutes. This two-centre, two-arm randomized clinical trial investigated 69 subjects: 34 in the particulate group and 35 in the collagenated group. Patients were randomly assigned to receive single implant placement with simultaneous guided bone regeneration (GBR) using either particulate deproteinized porcine bone material (DPBM) or cross-linked collagenated DPBM. Quantitative evaluations were conducted for horizontal width, augmented area, and augmented volume in both hard and soft tissue dimensions. Immediately after surgery, the collagenated group exhibited higher hard tissue dimensions in terms of horizontal width and augmented area. After 4 months, the difference between the two groups decreased to a non-significant level, mainly attributable to the high shrinkage rate of the collagenated group (32.32 [20.79] %) compared to the particulate group (19.90 [14.33] %). No significant difference was observed regarding the soft tissue contour analyses between the two groups after 4 months. There were no significant differences between cross-linked collagenated and particulated DPBMs regarding the dimensional outcomes of horizontal augmentation with the retentive-flap technique. The high resorption rate of the collagenated bone substitute negates its initial superiority in both radiographic and soft tissue dimensions (no. KCT0005348).",
40544298,10.1186/s12903-025-06360-0,Peri-implant bone behavior after single drilling technique versus undersized drilling technique of immediately loaded implant in posterior maxilla: a one-year prospective study.,BMC oral health,2025,"Implant placement in the posterior maxilla is challenging, so modifications of the surgical techniques were introduced to overcome these challenges. The undersized drilling technique uses a final drill smaller than the diameter of the implant. The single drilling technique is a simplified method where the osteotomy is made using a single drill without sequential widening. This study was directed to evaluate the peri-implant bone behavior of the undersized drilling technique versus the single drilling technique of immediately loaded dental implants inserted in the posterior maxilla. 32 patients were selected for prosthetic replacement of a missing maxillary posterior single tooth by an immediately loaded dental implant and divided randomly into two equal groups. In Group I: 16 patients received 16 implants using the undersized drilling technique, while in Group II: 16 patients received 16 implants using the single drilling technique. Insertion torque, implant stability, modified sulcus bleeding index (mBI), peri-implant probing depth, bone density, and marginal bone height were evaluated for both groups. Statistical analysis was made for clinical and radiographic data. 32 implants were inserted in the posterior maxilla. During a 12-month follow-up, every dental implant was successful with no complications. Both techniques showed high insertion torque (≥ 35 Ncm) and primary stability (> 70 ISQ) with no significant difference between the two groups (P > 0.05). Also, there were no significant differences between the study groups regarding peri-implant soft tissue health, bone density, and marginal bone loss (P > 0.05). Both techniques revealed comparable, promising clinical and radiographic outcomes over a 12-month post-loading follow-up period when the immediate loading protocol was used in the posterior maxilla, where bone density is poor, but preparing the implant bed using the single drilling technique offers several merits for both the patient and clinician. In addition to avoiding excessive heat generation, mechanical damage, and high frictional forces during drilling procedures, surgical operations, and surgical site exposure take less time. Clinical-Trials.gov PRS ( https://register. gov ) had this study registered under the identifier number. NCT06770231 on 01/01/2025.",
40552788,10.1111/cid.70069,A 6-Year Randomized Controlled Trial on Different Implant Designs in Maxillary Overdenture Patients.,Clinical implant dentistry and related research,2025,"In order to reduce crestal bone remodeling around the implant shoulder, different implant macrodesigns have been developed. The presence of microthreads at the coronal part of the implant, as well as platform-shifting using a conical internal abutment connection, is suggested to limit bone remodeling. However, long-term studies excluding confounding factors to confirm this are scarce. This randomized controlled trial aimed to assess the effect of implant neck design (microthreaded vs. non-microthreaded) as well as type of abutment connection (internal conical vs. external flat-to-flat) on long-term crestal bone remodeling and peri-implant health. Additionally, the clinical outcome of bar-retained maxillary overdentures on 4 implants is reported after at least 6 years of function. Twenty-five patients were treated with a bar-retained maxillary overdenture. Each patient received 4 different implants, one of each of the 4 experimental designs, with respectively: internal connection and microthreads on the implant neck (I MT); internal connection without microthreads (I NMT); external connection with microthreads (E MT); and external connection without microthreads (E NMT). Other features, such as diameter, surface topography, extent of platform switch, as well as the surgical and prosthetic treatment protocol, were identical. The implants were randomly allocated to the sites (posterior right, anterior right, anterior left, and posterior left), based on a pre-randomized, fixed-order assignment generated by a randomization software. Radiographic crestal bone loss (CBL), plaque score (PS), bleeding on probing (BoP) and probing pocket depth (PPD) were determined after 1 and 6 function years. Two implants in 2 patients were excluded because of protocol deviations, requiring the placement of a wider implant. Four out of 98 implants (4.1%) failed during the provisionalization process. These were replaced with the same type of implant after 3 months of healing and were included in further analysis. Due to the relatively small sample size and high drop-out rate, the effect of microthread design and connection on implant survival could only be reported descriptively. Twenty patients could be re-evaluated at the 1-year and 6-year time points, resulting in 78 examined implants. These showed a mean CBL of 0.39 mm (SD: 0.68; range: 0-3.42) after 1 year and 0.37 mm (SD: 0.61; range: -0.34-3.03) after 6 years. Between the 4 different study implants, no statistically significant difference in CBL could be identified over time. Neither microthreads nor connection type showed a statistically significant effect on CBL over time, nor on PPD, BoP, and PS at the 6-year re-evaluation. Six years after implant placement, a four-implant, bar-retained maxillary overdenture shows a high implant and prosthetic survival rate with crestal bone stability. The presence or absence of microthreads and the type of implant-abutment connection have only a limited effect on peri-implant CBL. The peri-implant health parameters are indicative of the absence of peri-implantitis. ClinicalTrials.gov Identifier: NCT06821308.",
40387388,10.1002/cre2.70146,Peri-Implant Diseases: Enhanced Antibacterial Photodynamic Therapy.,Clinical and experimental dental research,2025,"The number of dental implants is constantly on the rise, and inflammation of their surrounding tissues is an increasing problem. In this randomized controlled trial, we investigated the effects of antibacterial dual-light photodynamic therapy (aPDT) in peri-implant disease in reduction of inflammation in the peri-implant tissues. Forty patients with newly diagnosed peri-implant disease were recruited. The diagnoses were established clinically and by radiological bone loss (RBL). Dual-light aPDT was provided by indocyanine green mouth rinsing and 50:50, 405 nm, and 810 nm light applicator. The treatment group (n = 20) was randomized to use aPDT treatment at home for 4 weeks. The treatment was carried out once daily for 2 weeks, then twice daily for the next 2 weeks. The control group (n = 20) continued enhanced self-care during the study period. Traditional measurement methods around the implant were measured at the beginning, at 2 weeks and at 4 weeks. During the study period, VPI decreased in both groups. In the treatment group BOP decreased from mean (SD) 4.7 ± 1.3 to 1.8 ± 1.6, p < 0.0001, but no change was observed in the control group (3.5 ± 2.3 to 3.0 ± 2.3, p = 0.39). In the aPDT treatment group aMMP-8 decreased from mean (SD) 100 ± 41 to 72 ± 38, p = 0.027, but not in the control group (86 ± 54 to 86 ± 60, p = 0.38). Regularly applied dual-light aPDT reduces inflammation in the dental implant adjacent tissues. Dual-light aPDT approach holds promise as an effective home care tool for implant patients.",
40342252,10.1111/cid.70046,Assessment of Modified Ridge Split With Autogenous Versus Xenogenic Augmentation: Randomized Clinical Trial.,Clinical implant dentistry and related research,2025,"The horizontally insufficient posterior mandibular ridge frequently restrains dental implant insertion. A modified ridge split procedure was innovated to separate, convey laterally, and fix the buccal cortical plate in 20 patients with posterior horizontal mandibular alveolar deficiency. Meanwhile, the intercancellous space was obliterated with autogenous bone particulates for the test group patients and Anorganic bone bovine mineral (ABBM) for those of the control group. Following a comparison of the horizontal bone gain and the histomorphometric bone area percent among both groups after 6 months of graft consolidation, 40 implants were inserted during the second surgical stage. All of the grafts were consolidated. A statistically insignificant difference was found between the control group's mean 6-month postoperative horizontal bone width of (8.10 ± 0.83) and that of the study one of (7.90 ± 0.77). The control group's mean bone gain was recorded (4.76 ± 0.81) versus (4.63 ± 0.78) for the study group, with a statistically insignificant difference. Both groups showed histological evidence of a moderate number of osteoblasts, mature trabecular bone, and lamellae encircling large fatty marrow spaces. A statistically significant difference (p = 0.021) was found between the control group's mean bone area percentage of new bone formation (38.83% ± 1.17%) and that of the study group (34.40% ± 3.71%). The modified ridge split with either autogenous or (ABBM) graft was deemed reliable for reconstructing the horizontally deficient posterior alveolar ridge with appropriate volumetric stability and bone quality. The study was registered on www. gov (Registration #: NCT05286541).",
40101852,10.1016/j.jdent.2025.105696,Changes in stability and marginal bone level around implants with hydrophilic and hydrophobic surfaces for posterior tooth replacement: A 1-year randomized clinical trial.,Journal of dentistry,2025,"This two-group parallel, double-blind, randomized clinical trial compared the 1-year changes in longitudinal stability and marginal bone level (MBL) between implants with hydrophilic (HPL) and hydrophobic (HPB) surfaces. Patients with single posterior edentulous spaces were randomly assigned to two groups (HPL and HPB), and implants were inserted using a guided protocol. Screw-retained provisional and metal-ceramic crowns were provided per the manufacturer's loading protocol. The implant stability quotient (ISQ) was measured immediately and after 15, 30, 45 (HPL loading), 60, 90 (HPB loading) days, and then at 15, 30, 45 days, 6 and 12 months after final loading. Bone level was assessed at baseline, and 2-weeks, 6 and 12 months after loading. Generalized Estimating Equations regression was used for data analysis due to dependent longitudinal measurements and pooled data from multiple implants within patients. Thirty-two patients received 48 implants (HPL=22; HPB=26). The initial Mean ISQ was 65.4±10.7Ncm (HPL=63.3±10.4; HPB=67.4±10.7; p=0.191). There was an increase in ISQ in the short-term post-insertion period from T0 to T3 (45 days) in both groups, and no significant changes occurred until T2 (30 days). ISQ comparisons between the final restoration and 1-year follow-up showed significant improvement for HPB (p=0.007) and HPL (p=0.045) groups. The final regression model confirmed that ISQ measures were affected by the progression of time after insertion until 60 days (p=0.003), 180 days (p<0.001), and 1-year (p<0.001). HPB group showed higher ISQ at any time (p=0.048). There was a progressive increase in secondary stability up to approximately 60 days, and the hydrophobic group showed slightly higher ISQ measurements at all time points. This study provides evidence on the comparative longitudinal performance of implants with hydrophilic and hydrophobic surfaces in the posterior region, showing a progressive increase in the secondary stability up to approximately 60 days in both groups. The hydrophobic surface group showed slightly higher ISQ measurements at all time points, however, with no relevant clinical impact on survival and marginal bone changes.",
39763166,10.1111/jopr.14004,Clinical and radiographic assessment of effect of platelet-rich fibrin on dental implant osseointegration - A split mouth randomized clinical trial.,Journal of prosthodontics : official journal of the American College of Prosthodontists,2025,"Biomimetic agents are being researched for their potential to stimulate bone formation and boost bone-implant contact. The objective of this study was to assess how osseointegration of dental implants is impacted by platelet-rich fibrin. The present study was a randomized clinical trial with a split mouth design. Surgical sites were split randomly into two groups: Group 1 (30 implants) had a topical application of platelet-rich fibrin at the site of implant osteotomy, while Group 2 (30 implants) did not have any platelet-rich fibrin application. Marginal bone level (MBL), peri-implant bone density (BD), wound healing index (WHI), and peri-implant sulcus probing depth (PD) were assessed. For BD, intergroup comparison was done using t-test and intragroup comparison was done using paired t-test. For MBL, PD, and WHI, intergroup comparison was done using Mann-Whitney U test, and intragroup comparison was done using Wilcoxon Signed rank test. From baseline to 12 months, a highly significant difference (p < 0.01) was seen for change in peri-implant bone density, with Group 1 showing greater values. Intergroup comparison of MBL and change in MBL showed values with highly significant differences (p < 0.01), with more bone loss in Group 2. Probing depth values showed significant differences with lesser values in Group 1. Wound healing index values were lower and highly significant in Group 1. Application of platelet-rich fibrin at the osteotomy site is associated with a decline in probing depth and wound healing index, and a rise in peri-implant bone density with minimal MBL.",
38941163,10.11607/jomi.11037,Standard Versus Step Burs for Implant Site Preparation: A Randomized Controlled Clinical Trial.,The International journal of oral & maxillofacial implants,2025,"To explore the comparative efficacy of two different drilling protocols that use burs with different designs to help prepare implant sites through the evaluation of radiographic, clinical, and patient-reported outcomes. The present randomized controlled clinical trial, with an allocation ratio of 1:1, was carried out at the University of Milan and at the IRCCS Ospedale Galeazzi Sant'Ambrogio Hospital in Milan by two experienced surgeons and researchers (S.C. and S.T.). In the control group, surgeons followed a protocol with standard straight burs, and in the test group they used step burs. In both groups the patients received the same type of implants and prostheses. The primary outcome was marginal bone resorption 1 year after prosthetic placement. The study included and treated a total of 60 patients (86 implants). At the 1-year follow-up, 54 patients (74 implants) were screened, and 50 patients were screened at the 2-year follow-up (69 implants). This study showed no evidence of a difference in bone resorption, which increased significantly over time, between the control and test groups. Bot clinical parameters and patient-centered outcomes revealed no differences between the two protocols for implant site preparation with two different drill shapes.",
40298179,10.3290/j.qi.b6184324,Effect of recombinant human bone morphogenetic protein-2 (rhBMP-2) on the volumetric contraction of post-extraction sockets: a double-blinded randomized controlled clinical trial.,"Quintessence international (Berlin, Germany : 1985)",2025,"This study aimed to evaluate the effect of recombinant human bone morphogenic protein type-2 (rhBMP-2) on the alveolar ridge in the post-extraction socket in humans. 20 subjects with 25 teeth of the maxilla were included (11 sockets in the control [blood clot] and 14 in the test group [rhBMP-2]). The teeth were minimally and traumatically extracted. CBCT images were obtained 2 (T0) and 120 (T1) days after extraction. The buccal bone wall height, palatal bone wall height, and alveolar area were compared between both groups, as well as the volumetric contraction through overlapped images (T1 - T0) using Mimics software. The data were compared using the Mann-Whitney test (P .05). The intragroup evaluation showed a significant buccal and palatal crest height resorption in the control group (P .05). In the intergroup assessment, the test group was superior to the control group in maintaining the average alveolar ridge area since the control group showed an area loss of approximately 39% between T0 and T1, whereas this reduction was approximately 15% in the test group (P .05). It is possible to conclude that using rhBMP-2 after tooth extraction resulted in better socket preservation, maintaining 2.5 times greater bone availability in the alveolar ridge than that of the control group.",
40392369,10.1007/s10006-025-01401-y,Impact of timing of soft tissue augmentation on the width of keratinized mucosa around the dental implant.,Oral and maxillofacial surgery,2025,"This study measures the impact of timing of free gingival graft (FGG) in improving aesthetics, function, and long-term stability of dental implants by measuring keratinized mucosa width (KMW), soft tissue thickness (STT), and graft shrinkage after implant treatment. The current randomized clinical trial included 20 patients with inadequate KMW and requiring placement of dental implant. The participants were randomly distributed into two groups. Group 1 received FGG 2 months before placing the dental implant while group 2 received the FGG at the second stage of implant surgery. The following parameters were evaluated and statistically analyzed at baseline, day 7, as well as 1, 3, 6, and 9 months postoperatively, KMW, STT and shrinkage percentage of the FGG. Twenty patients with ages ranging from 30 to 55 years with reduced KMW were included in the current study. Both groups showed a significant increase in KMW and STT on day7, 1, 3, 6, and 9 months postoperatively while the intergroup comparison showed no significant differences in KWM, STT, and shrinkage percentage between both groups at the same point of time. The two study groups' outcomes demonstrated that the FGG can be placed either before or after dental implants to improve the soft tissue augmentation surrounding the implants. However, the implantologist should take patient preferences and long-term stability into consideration.",
40335732,10.1007/s00784-025-06364-8,Influence of intermediate abutment height and timing of placement on marginal bone loss in single implant-supported crowns: a 12-month follow-up randomized clinical trial.,Clinical oral investigations,2025,"To determine the most effective combination of abutment height and timing of placement in reducing marginal bone loss (MBL). 54 patients received at least one single screw-retained crown on an implant replacing a posterior tooth (60 implants). Implants were divided into six groups based on intermediate abutment height (1.5 mm, 2 mm, 3 mm) and timing of placement (immediate: surgery 1; delayed: surgery 2): Group A3I (height 3, surgery 1), Group A2I (height 2, surgery 1), Group A15I (height 1.5, surgery 1), Group A3D (height 3, surgery 2), Group A2D (height 2, surgery 2), Group A15D (height 1.5, surgery 2). Mesial and distal linear radiographic measurements were taken at five follow-up points: implant surgery, crown placement (T1), and 3 (T2), 6 (T3), and 12 months after loading (T4). Partial and total MBL were compared between groups. After 12 months, the lowest MBL was found in groups A3I (0.13 ± 0.11 mm) and A2I (0.24 ± 0.11 mm), with no statistical difference between them. Groups A15I (0.70 ± 0.12 mm), A3D (0.66 ± 0.11 mm), A2D (0.62 ± 0.12 mm), and A15D (0.78 ± 0.11 mm) showed significantly higher MBL than groups 1 and 2, with no statistical difference among them. Immediate abutments of 2-3 mm resulted in lower MBL compared to 1.5 mm immediate abutments or any delayed abutments. This study provides data on the optimal combination of intermediate abutment height and placement timing in preventing MBL. Clinical trial registration number: NCT06667531. link: https://clinicaltrials.gov/study/NCT06667531 .",
39899324,10.1111/clr.14413,"Accuracy, Safety, and Efficiency in Robotic-Assisted vs. Freehand Dental Implant Surgery: A 6-Month Follow-Up Randomized Controlled Trial.",Clinical oral implants research,2025,"To assess the implant accuracy, safety, and efficiency between robotic-assisted and freehand dental implant placement with a half-year follow-up. Patients requiring single-tooth implant restorations were recruited and randomized into two groups: robotic-assisted surgery and freehand implant surgery. The accuracy of implant positioning was compared by assessing immediate postoperative CBCT scans against preoperative planning software. Intraoperative and postoperative complications were recorded, and data were analyzed using an intention-to-treat approach. The time required for implant placement in each group was documented. A 6-month follow-up measured the implant survival rates. The study included 24 patients (median age 36, 18 female). In the robotic-assisted surgery group, the average platform global deviation, apex global deviation, and angular deviation were 0.70 ± 0.11 mm, 0.70 ± 0.12 mm, and 1.09° ± 0.67°, respectively. In the freehand implant surgery group, these measures were 1.24 ± 0.59 mm, 2.13 ± 1.26 mm, and 7.43° ± 6.12°, respectively, with statistically significant differences. Regarding the duration of surgery, the robotic-assisted surgery group required 18.8 ± 4.89 min. Intraoperative and postoperative complications were similar across both groups, and the implant survival rate was 100% in both groups at the 6-month follow-up. This study found that robot-assisted implant placement offers higher accuracy in implant positioning compared to freehand placement, while requiring longer operation times. Future developments should focus on simplifying the registration and design of robot systems to enhance efficiency and facilitate their broader clinical adoption.",
39185638,10.1002/JPER.24-0250,Histological and immunohistochemical soft-tissue response to cylindrical and concave abutments: Multicenter randomized clinical trial.,Journal of periodontology,2025,"This study aimed to analyze the influence of concave and cylindrical abutments on peri-implant soft tissue. Dimensions, collagen fiber orientation, and immunohistochemical data were assessed. A multicenter, split-mouth, double-blind randomized clinical trial was conducted. Two groups were analyzed: cylindrical abutments and concave abutments. After a 12-week healing period, peri-implant soft tissue samples were collected, processed, and evaluated for dimensions, collagen fiber orientation, and immunohistochemical data. Inflammatory infiltration and vascularization were assessed, and the abutment surfaces were analyzed using scanning electron microscopy. The statistical analysis was performed using the SPSS version 20.0 statistical package. A total of 74 samples in 37 patients were evaluated. Histological evaluation of peri-implant soft tissue dimensions revealed significant differences between concave and cylindrical abutments. Concave abutments exhibited greater total height (concave: 3.57 ± 0.28 - cylindrical: 2.95 ± 0.27) and barrier epithelium extension (concave: 2.46 ± 0.17 - cylindrical: 1.89 ± 0.21) (p < 0.05), while the supracrestal connective tissue extension (concave: 1.11 ± 0.17 - cylindrical: 1.03 ± 0.16) was slightly greater (p > 0.05). Collagen fiber orientation favored concave abutments (23.76 ± 5.86), with significantly more transverse/perpendicular fibers than for cylindrical abutments (15.68 ± 4.57). The immunohistochemical analysis evidenced greater inflammatory and vascular intensity in the lower portion for both abutments, though concave abutments showed lower overall intensity (concave: 1.05 ± 0.78 - cylindrical: 1.97 ± 0.68) (p < 0.05). The abutment surface analysis demonstrated a higher percentage of tissue remnants on concave abutments (42.47 ± 1.32; 45.12 ± 3.03) (p < 0.05). Within the limitations of this study, concave abutments presented significantly greater peri-implant tissue height, linked to an extended barrier epithelium, versus cylindrical abutments in thick tissue phenotype. This enhanced soft tissue sealing, favoring a greater percentage of transversely oriented collagen fibers. The concave design reduced chronic inflammatory exudation with T and B cells, thus minimizing the risk of chronic inflammation. This study looked at how 2 different shapes of dental implant abutments (the parts that connect the implant to the crown), specifically concave and cylindrical, affect the soft tissue around the implants. We wanted to see how these shapes influenced the tissue's size, structure, and health. We conducted a clinical trial with 37 patients, comparing the 2 types of abutments in the same mouth over 12 weeks. Our findings showed that the concave abutments led to a taller and more extensive layer of protective tissue around the implant compared to the cylindrical ones. This protective tissue had more favorable collagen fiber orientation, which is important for the strength and health of the tissue. Additionally, the concave abutments resulted in less inflammation and better tissue integration. In conclusion, concave abutments may provide better support and health for the soft tissue around dental implants, reducing the risk of chronic inflammation and potentially leading to better long-term outcomes for patients with dental implants.",
40272555,10.1007/s00784-025-06340-2,Mini-implant placement under existing removable partial dentures decreased the mobility of remaining teeth in a randomized controlled 3-year clinical trial.,Clinical oral investigations,2025,"Longitudinal stability values of teeth after strategic implant insertion under existing removable partial dentures (RPD) are lacking. This explorative evaluation of a 3-year randomized controlled trial on strategic min-implants (MI) aims to estimate the stability changes of the remaining teeth and the tooth survival rates under different MI loading conditions. Partially edentulous study participants of a university clinic and three private practices with inadequately supported RPDs received strategic MIs (diameter 1.8-2.4 mm). According to the randomization the MIs were either immediately loaded in group A or delayed loaded in group B. The longitudinal changes of Periotest values (PTV) for teeth were compared between groups using mixed models adjusted by sex, age, jaw, tooth site, center, and baseline PTVs. The tooth survival was estimated with Kaplan-Meier analyses and group differences were analyzed using Cox regression. Altogether 232 MIs were placed under 48 mandibular and 31 maxillary RPDs with a total of 255 remaining teeth in both jaws. The initial median PTV of 9.5 in group A and 8.0 in group B decreased to 5.0 in group A and 2.0 in group B at the 3-year follow-up. In the fully adjusted model the tooth mobility reduction revealed 5.3 PTV units (95% CI: 3.5-7.2) in group A and 7.6 PTV units (95% CI: 5.4-9.9) in group B without inferiority of any group (P = 0.122). The 3-year tooth survival rates were 88% in group A versus 92% in group B without relevant group differences (P = 0.338). Strategic MIs under existing RPDs in persons with severe reduced dentitions decreased the mobility of the remaining teeth independent from implant loading modus. Further tooth loss can emerge despite of relieving the remaining dentition by the MIs. Mini-implants as supplementary abutments can restabilize loose teeth in jaws with RPDs and unfavorable tooth distributions. German Clinical Trials Register (Deutsches Register Klinischer Studien, DRKS-ID: DRKS00007589, www.germanctr.de ), January 15th, 2015.",
40269949,10.1186/s13005-025-00502-z,Low intensity pulsed ultrasound versus low-level laser therapy on peri-implant marginal bone preservation and soft tissue healing following dental implant surgery: a randomized controlled trial.,Head & face medicine,2025,"Low-intensity pulsed ultrasound (LIPUS) and low-level laser therapy (LLLT) are proposed adjunctive therapies to enhance healing after dental implant surgery. However, direct comparisons of their effects on peri-implant marginal bone preservation and soft tissue healing remain limited. This randomized controlled trial aimed to compare the effectiveness of LIPUS and LLLT on peri-implant marginal bone preservation, soft tissue healing, pain levels, and oral health-related quality of life following dental implant placement. This single-blind, randomized controlled trial included 63 patients undergoing maxillary or mandibular implant placement, randomly allocated to LIPUS (n = 21), LLLT (n = 21), or control (n = 21) groups. LIPUS was applied twice weekly for 4 weeks, while LLLT was administered in 4 sessions over 2 weeks post-implant. Marginal bone loss (MBL) and OHRQoL (OHIP-14) were assessed at baseline, 6, and 12 weeks. Soft tissue healing (Landry Healing Index) and pain (VAS) were evaluated at baseline, 7-, 14-, 21-, and 30-days post-implant. LIPUS significantly reduced marginal bone loss at 6 weeks and 3 months post-implant compared to LLLT and control groups (p < 0.05). LLLT demonstrated superior soft tissue healing at 7-, 14-, 21-, and 30-days post-implant (p < 0.05). Both interventions significantly decreased pain intensity and improved OHRQoL at various time points compared to the control group (p < 0.05). LIPUS and LLLT significantly enhance peri-implant marginal bone preservation, soft tissue healing, pain management, and OHRQoL in dental implant patients compared to standard care. LIPUS was more effective for peri-implant marginal bone preservation, while LLLT excelled in soft tissue healing. This study was registered at ClinicalTrials.gov (NCT05938868) on July 11, 2023.",
40199760,10.1007/s00784-025-06322-4,Hard and soft tissue contour changes following simultaneous guided bone regeneration at single peri-implant dehiscence defects using either resorbable or non-resorbable membranes: a 6-month secondary analysis of a randomized controlled trial.,Clinical oral investigations,2025,"To compare radiographic and profilometric outcomes 6 months after simultaneous lateral guided bone regeneration (GBR) at single peri-implant dehiscence defects in the anterior region using either resorbable or non-resorbable membranes. In 27 patients with a single tooth gap in the anterior region (second premolar to second premolar in the maxilla) a dental implant was placed. Following implant placement GBR was performed at the buccal aspect using randomly either a resorbable collagen membrane (RES) or a non-resorbable titanium-reinforced ePTFE membrane (N-RES). Radiographic (cone-beam computed tomography; CBCT) measurements were performed to assess the buccal bone thickness immediately after the implant placement with simultaneous GBR (baseline) and 6 months later. Buccal soft tissue thickness was assessed by superimposing surface scans taken at baseline and again 6 months later. A total of 25 datasets could be assessed for the bone dimensions (n = 12, RES; n = 13, N-RES) and 14 datasets for profilometric changes (n = 7, RES; n = 7, N-RES). Group RES showed a significant mean reduction in buccal bone between baseline and 6 months of 0.8 ± 0.4 mm (p = 0.004). The respective mean reduction for group N-RES amounted to 0.1 ± 0.4 mm (p = 0.581). When comparing the buccal bone changes between both group over time, group RES exhibited greater reduction in comparison to group N-RES (intergroup p = 0.017). Profilometric analyses showed a non-significant trend towards soft tissue gain in group RES 0.6 ± 0.7 mm (p = 0.125). Conversely, N-RES group revealed stability, with a mean change of 0.0 ± 0.3 mm (p = 1.000). GBR using non-resorbable membranes seems to provide greater dimensional stability of augmented bone at 6 months re-entry and before implant loading compared to resorbable membranes. The lack of differences in the profilometric outcomes and contour changes may be explained by a partial compensation through an increase in soft tissue thickness with resorbable membranes. GBR using non-resorbable membranes may offer greater dimensional stability of augmented bone compared to resorbable membranes. However, these potential benefits may be offset by a compensatory increase in soft tissue thickness when using resorbable membranes.",
39704200,10.1111/clr.14393,Bone Substitute Material in the Surgical Therapy of Peri-Implantitis-3-Year Outcomes of a Randomized Controlled Trial.,Clinical oral implants research,2025,"To evaluate the potential mid-term benefit of the use of a bone substitute material in the reconstructive surgical treatment of peri-implantitis. A total of 120 subjects (127 implants) affected by peri-implantitis were followed over 3 years in a multicenter randomized clinical trial. Participants had been randomized to either control (access flap surgery) or test group (access flap surgery and bone substitute material). Clinical, radiographic, and patient-reported outcomes were assessed. The primary outcome was a composite measure including probing pocket depth ≤ 5 mm, absence of bleeding and suppuration on probing, soft tissue recession ≤ 1 mm, and implant neither reoperated nor lost. In an additional outcome (disease resolution), we allowed for one bleeding site and did not consider recession. While 14 implants (11%) were lost and a second surgical intervention had been performed at 3 implants (2.4%), pronounced improvements of clinical parameters were noted at remaining implants in both treatment groups at the 3-year follow-up. This was illustrated by a 3.2-3.5 mm reduction in probing pocket depth and a marginal bone level gain of 1.1-1.3 mm. The primary composite outcome, however, was only achieved at 14% of implants. The second composite outcome defining disease resolution was accomplished at 39% of implants. Patient-reported outcomes were generally favorable. At 3 years, the use of a bone substitute material in the surgical therapy of peri-implantitis did not result in a clear benefit over access flap surgery alone. ClinicalTrials.gov identifier: NCT0307706.",
39648089,10.1016/j.ijom.2024.11.009,Comparison of a non-grafted socket shield technique with guided bone regeneration in immediate implant placement: a randomized clinical trial.,International journal of oral and maxillofacial surgery,2025,"The aim of this randomized clinical trial was to compare a non-grafted socket shield technique (SST) with simultaneous guided bone regeneration (GBR) in immediate implant placement in terms of clinical, aesthetic, and radiographic parameters. Patients with an unrestorable tooth in the maxillary aesthetic region were included. The patients were randomized to SST and GBR groups. While the buccal gap was untreated in the SST group, a xenograft and membrane were applied in the GBR. Peri-implant pocket depth (PD), modified plaque (mPI) and bleeding index (mBI), keratinized mucosa width (KMW), and mucosal thickness (MT) were recorded at the permanent restoration and at 1 year postoperative. The horizontal bone level (HBL), vertical bone level (VBL), and pink aesthetic score (PES) were assessed before surgery and at 1 year postoperative. The 1-year analysis included 24 patients, 12 in each group. There was no significant difference in 1-year measurements of mPI, PD, mBI, MT, HBL, or VBL between the groups. However, KMW was significantly greater in the SST (P = 0.013). The PES evaluation showed significantly higher scores in the SST (P = 0.004). SST and GBR demonstrated similar effectiveness at the hard tissue level in single-tooth immediate implant placement in the aesthetic region.",
